ID,Question,QuestionText,Topic,ValidResponse,BeforeNumber,BeforeResponse,AfterNumber,AfterResponse,GROUP,RACE,AGEBRACKET,EDUCATION,PARTYBEFORE,GENDER,AGE
380,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,9,Very strongly favor,5,"White, non-Hispanic",45-59,Some college,Democrat,Female,46
381,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,4,Slightly oppose,4,Slightly oppose,25,"White, non-Hispanic",45-59,BA or above,Republican,Male,52
382,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,14,Hispanic,60+,BA or above,Independent,Male,71
383,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,0,Extremely oppose,20,"White, non-Hispanic",45-59,Some college,Republican,Female,56
384,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,2,Strongly oppose,26,"White, non-Hispanic",45-59,BA or above,Republican,Male,52
385,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,17,"White, non-Hispanic",45-59,Some college,Independent,Female,47
386,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,17,"White, non-Hispanic",60+,BA or above,Democrat,Male,70
387,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,10,Strongly favor,5,"White, non-Hispanic",45-59,BA or above,Democrat,Male,57
388,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,26,"White, non-Hispanic",18-29,BA or above,Democrat,Male,27
389,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,5,In the middle,11,"White, non-Hispanic",60+,Some college,Republican,Male,60
390,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,2,Strongly oppose,4,Slightly oppose,22,"White, non-Hispanic",30-44,BA or above,Republican,Male,35
391,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,9,Very strongly favor,7,Moderately favor,30,"White, non-Hispanic",30-44,BA or above,Democrat,Female,41
392,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,False,10,Strongly favor,77,No opinion,26,"White, non-Hispanic",30-44,Some college,Independent,Female,42
393,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,4,Slightly oppose,10,Strongly favor,11,"White, non-Hispanic",45-59,BA or above,Independent,Female,48
394,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,13,"White, non-Hispanic",60+,Some college,Democrat,Female,73
395,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,2,Strongly oppose,9,Very strongly favor,3,Hispanic,30-44,Some college,Republican,Male,43
396,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,11,"White, non-Hispanic",30-44,BA or above,Independent,Male,38
397,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,7,Moderately favor,7,Moderately favor,15,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,56
398,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,3,Moderately oppose,2,Strongly oppose,25,"White, non-Hispanic",30-44,Some college,Republican,Female,41
399,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,15,"White, non-Hispanic",60+,Some college,Democrat,Male,66
400,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,9,Very strongly favor,7,Moderately favor,3,"White, non-Hispanic",45-59,BA or above,Republican,Male,58
401,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,7,Moderately favor,7,Moderately favor,25,"Black, non-Hispanic",30-44,Some college,Independent,Female,36
402,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,40,"White, non-Hispanic",18-29,BA or above,Independent,Male,27
403,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,0,Extremely oppose,36,"White, non-Hispanic",45-59,Some college,Independent,Male,46
404,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,9,Very strongly favor,9,Very strongly favor,25,"White, non-Hispanic",60+,Some college,Independent,Male,69
405,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,False,10,Strongly favor,77,No opinion,33,"White, non-Hispanic",60+,Some college,Independent,Female,66
406,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,4,Slightly oppose,4,Slightly oppose,6,"White, non-Hispanic",30-44,Some college,Republican,Male,43
407,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,10,Strongly favor,26,"White, non-Hispanic",30-44,Some college,Independent,Female,40
408,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,10,Strongly favor,29,"White, non-Hispanic",60+,BA or above,Democrat,Female,74
